index,task,url,source,functional_category,profile
Apple--32,Investigate the trade-in value for an iPhone 11 Pro Max on Apple's website.,https://www.apple.com,web_voyager,other,information_reference_platform
Booking--6,"Book one room which provides breakfast, and airport shuttle from Jan 22 to 25 in Los Angeles.",https://www.booking.com,web_voyager,travel_booking,reservation_service_platform
Booking--11,"Reserve a hotel in downtown Chicago with a rating of 9 or higher for a stay from March 20-27, 2024, which offers free cancellation and includes a fitness center.",https://www.booking.com,web_voyager,travel_booking,reservation_service_platform
Booking--13,"Find and book a hotel in Paris with suitable accommodations for a family of four (two adults and two children) offering free cancellation for the dates of February 14-21, 2024.",https://www.booking.com,web_voyager,travel_booking,reservation_service_platform
Booking--14,"Book a highly-rated hotel with a swimming pool and free WiFi near the Louvre Museum in Paris for the weekend of March 3-5, 2024.",https://www.booking.com,web_voyager,travel_booking,reservation_service_platform
Cambridge Dictionary--29,"Go to the Plus section of Cambridge Dictionary, find Image quizzes and do an easy quiz about Animals and tell me your final score.",https://dictionary.cambridge.org,web_voyager,knowledge_reference,information_reference_platform
Cambridge Dictionary--38,"Go to the Plus section of Cambridge Dictionary, finish a recommended Grammar quiz without login and tell me your final score.",https://dictionary.cambridge.org,web_voyager,knowledge_reference,information_reference_platform
Cambridge Dictionary--39,"Try the Word Scramble game in the Plus section, Can you beat the clock by unscrambling the letters to spell the word? (Just try the first example.)",https://dictionary.cambridge.org,web_voyager,knowledge_reference,information_reference_platform
GitHub--40,Select Sign up on the GitHub homepage to see if email 'test123@gmail.com' already exists.,https://github.com,web_voyager,developer_collaboration,developer_collaboration_platform
Google Flights--0,Book a journey with return option on same day from Edinburg to Manchester on December 28th and show me the lowest price option available.,https://www.google.com/travel/flights,web_voyager,navigation_geospatial,information_reference_platform
Google Flights--20,"Book a round-trip flight from San Francisco to Berlin, departing on March 5, 2024, and returning on March 12, 2024, and find the option with the shortest total travel time.",https://www.google.com/travel/flights,web_voyager,navigation_geospatial,information_reference_platform
Google Map--13,"Find a parking lot in Gloucester and book a ride from there to North Plymouth, view the map to understand the route better.",https://www.google.com/maps,web_voyager,navigation_geospatial,information_reference_platform
Google Search--15,Please try to log in to twitter with email: webagenttest@testmail.com and password: test123456. Let me know if the login was successful.,https://www.google.com,web_voyager,navigation_geospatial,information_reference_platform
350,"Use the DreamUp™ AI art generator to create an artwork with the prompt “Futuristic city with cyberpunk elements” and submit it to your gallery.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
351,"Post a comment on the artwork “Moonlit Sonata” praising its details and artistic style.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
352,"Update your profile’s “About” section by adding a new subsection called “Latest Accomplishments” that mentions your participation in a recent online exhibition.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
353,"Build a new favorites collection titled “Inspiration Board” and add at least 3 artworks from different categories such as digital painting, photography, and fan art.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
354,"Log in to your account, create a temporary artwork submission titled “Test Art,” then delete it from your gallery and verify it no longer appears.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
355,"Log in, add a comment on the artwork ""Moonlit Sonata"", then remove the comment you posted on the artwork “Moonlit Sonata” from your profile, ensuring that the deletion is confirmed.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
363,"Change your notification settings to only receive updates for comments and favorites while filtering out notifications for mentions.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deviantart.com,webbench_art,creative_asset_sharing,content_sharing_platform
524,"Log in and create a new album titled ""Autumn Memories,"" then add three existing photos from your photostream to this album.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
525,"Create a new gallery titled ""Wildlife Wonders"" by selecting at least 5 public photos from various photographers on Flickr.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
526,"Post a comment on a featured photo complimenting the photographer with a message that includes the word ""inspiring.""
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
527,"Form a new Flickr group focused on ""Street Photography"" by writing a group description, setting it to public, and inviting two other users by username: ""icydoor2"" and ""jacktastic.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
528,"Edit the metadata of one of your existing photos to include camera settings and location details in the description.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
529,"Curate a collection by selecting 5 public domain photos from Flickr Commons and compiling them into a new album called ""Historical Snapshots.""
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
530,"Write a reply to an existing comment on a photo, providing constructive feedback in a multi-sentence response.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
531,"Update the tags of one of your photos by adding additional keywords like ""travel"" and ""adventure"" to enhance its discoverability.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
532,"Log in, add a photo to your Faves, then remove it from your Faves and confirm it no longer appears in your Faves list.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
533,"Post a comment on a photo and subsequently delete your comment, verifying that it has been completely removed from the discussion.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
540,"Log in and update your profile bio by adding a few sentences about your current photography interests and style.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
541,"Login, create an album titled ""My Album"" then change it to ""Travel Diaries 2023.""
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
542,"Login, create an album, and modify the privacy settings of the album from ""Friends-only"" to ""Public"" so that anyone can view it.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://flickr.com,webbench_art,creative_asset_sharing,content_sharing_platform
583,"Use the AI Image Generator tool to create a new poster design with the prompt “abstract circles in neon colors” and save in the project folder.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
584,"Generate three different variations of a “tropical beach sunset” image using the Reimagine tool, and save each variation under a distinct name.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
585,"Design a product mockup using the Mockup Generator by choosing a T-shirt frame, adding a simple slogan, and saving the project.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
586,"Expand a low-resolution “city skyline” image using the Expand tool and export the improved version as a high-definition PNG file.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
587,"Generate an asset using the AI Image Generator with the prompt “rustic handmade textures” and save the final image to your project library.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
588,"Log in to your account, add an asset titled “Abstract Waves” to your favorites, then delete it and verify that it no longer appears in your favorites list.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
594,"Log in to your Freepik account and update your profile by changing your display name to “CreativeGuru2023”.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
595,"After creating a collection titled “Holiday Campaign”, update the collection by adding a descriptive summary.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.freepik.com,webbench_art,creative_asset_sharing,content_sharing_platform
899,"Generate an AI image using the prompt ""futuristic city with flying cars"" via the iStock tool and save the image into a new collection named ""My AI Creations.""
Only use http://istockphoto.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.istockphoto.com,webbench_art,creative_asset_sharing,content_sharing_platform
900,"Write and submit a product review for a stock video you recently downloaded, including a star rating and a comment on its quality.
Only use http://istockphoto.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.istockphoto.com,webbench_art,creative_asset_sharing,content_sharing_platform
901,"Log in to your iStock account, add one image to your favorites list, and then remove it carefully, verifying that it no longer appears in your list.
Only use http://istockphoto.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.istockphoto.com,webbench_art,creative_asset_sharing,content_sharing_platform
1352,"Log in to your Pixabay account and create a new collection titled ""Summer Inspirations."" Then add at least 3 images with summer themes to this collection.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
1353,"Log in and submit a constructive comment on a trending image, explaining what you like about it, ensuring the comment follows community guidelines.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
1354,"Log in to your account, comment on a public image. Then locate the comment you previously posted on a public image, delete that comment, and confirm that it no longer appears on the image’s page.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
1355,"Log in to Pixabay and create a test collection. Then navigate to your test collection, delete the collection, and verify that it has been removed from your profile.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
1361,"Log in to your Pixabay account, navigate to your profile settings, and update your display name. Then verify that these changes appear correctly on your public profile and that it is different than before, including if the initial name was blank.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
1362,"Log in and create a collection titled ""My Favorites."" Add two new images related to ""nature"" and reorder the collection so that the newly added images appear at the top.
Only use http://pixabay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://pixabay.com,webbench_art,creative_asset_sharing,content_sharing_platform
722,"Write and submit a 4-star review for ""Chipotle Mexican Grill"" praising the customizable bowl options.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
723,"Create a new review for ""McDonald's"" by giving it a 3-star rating along with detailed comments about the drive-thru service.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
724,"Add ""Domino's Pizza"" near zip code 10015 to your list of favorite restaurants on Grubhub.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
725,"Place a new order for a pepperoni pizza from ""Domino's Pizza"" and include an instruction to add extra cheese.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
726,"Log in and save ""Panda Express"" near zip code 10004 to your list of favorite restaurants.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
727,"Write a 5-star review for ""Subway"" emphasizing the freshness of its vegetables and the quality of its sandwiches.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
728,"Add a new delivery address ""123 Main Street, Chicago, IL"" to your account profile.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
729,"Place an order for a 10-piece chicken bucket with mashed potatoes from ""KFC"". Pick one side order at random, and add this to the order. 
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
730,"FInd ""Smash House Burgers Queens"" near 555 Main Street in New York, NY. Then add a Jalapeno Smash to your order.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform
