index,task,url,source,functional_category,profile,actions
1675,"Log in and post a new question about asynchronous programming in JavaScript, using clear code examples and appropriate tags.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question']"
1676,"Provide an answer to a question regarding best practices for REST API development in Ruby on Rails, including a sample code implementation.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer']"
1677,"Log in to your account and add a comment requesting clarification on a question related to Java's exception handling.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_comment']"
1678,"Post a new question about optimizing SQL queries with proper formatting and tag it with ""database"" and ""sql"".
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question']"
1679,"Write a detailed answer to a question about debugging memory leaks in C, incorporating both code and explanatory text.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer']"
1680,"Log in and post a new self-answered question about using Docker for local development, complete with a step-by-step guide in your answer.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question', 'post_answer']"
1681,"Create an answer for a question on performing string manipulation in Python, ensuring that the code examples are clear and accurate.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer']"
1682,"Post a question asking for recommendations on best practices for unit testing in Java, including sample code scenarios.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question']"
1683,"Write an answer to a question on handling promises in JavaScript, including both an explanation and a code snippet.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer']"
1684,"Log in and share a comment on a question about responsive web design, suggesting improvements and including a mini code example.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_comment']"
1685,"Submit a new question on resolving dependency conflicts in Maven projects and list the troubleshooting steps you have already tried.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question']"
1686,"Write and post an answer discussing the differences between synchronous and asynchronous function calls, supported by sample code.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer']"
1687,"Log in, find a thread about CSS flexboxes and add a comment related to the thread, then remove the comment you posted, confirming its deletion from the thread.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_comment']"
1688,"Log in, post a question regarding Python2 compatibility issues including sample synthetic code, then delete the question you posted ensuring it is no longer visible on your profile.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question', 'delete_question']"
1689,"Log in, post an answer to a question regarding Java exceptions, then remove the answer you just posted from the thread, verifying its deletion.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer', 'delete_answer']"
1690,"Log in, post a question about Node.js with the tag ""node"" and then go back to delete the tag from your posted question on Node.js, ensuring that the removal is confirmed.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question', 'update_question']"
1696,"Log in and post a question on handling null pointer exceptions in Java, then edit your existing question on handling null pointer exceptions in Java by adding additional context in an example code snippet. 
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question', 'update_question']"
1697,"Find and answer a question about Python list slicing, then update your previous answer on Python's list slicing by adding new insights and updated code examples.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_answer', 'update_answer']"
1698,"Log in to your account, and post a question regarding web security, then update the tags on your question about web security to also include ""sql-injection""
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['post_question', 'update_question']"
1699,"Edit your profile biography to include your latest certification details and update your listed professional interests.
Only use http://stackoverflow.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://stackoverflow.com/questions,webbench_education,knowledge_communities,knowledge_community_platform,"['update_profile']"
484,"Log in to Facebook and create a new post on your timeline with the text “Hello World! Excited to connect with everyone!”
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
485,"Log in, write a status update on your profile praising your favorite local business and share a community news tip.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
486,"Log in, create an event titled “Neighborhood Clean-Up” with a specific date, location, and a brief description, then publish it.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
487,"Log in, write a multi-line post listing your top five favorite movies and tag each movie title.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
488,"Log in and set up a new Facebook Page for a fictitious business called “Eco-Groceries” complete with a short business description.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
489,"Log in and compose a post that includes a text caption promoting a local art exhibition along with a clickable link for more details.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
490,"Log in, create a post introducing your new pet with a short story about how you found them, and add the feeling ""blessed"" before publishing your post.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
491,"Log in, craft a post asking your network for recommendations on local weekend events and list a couple of examples to start the conversation.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
492,"Log in, use Facebook's search feature to look for the public profile of ""Mark Zuckerberg"", and then like his most recent post.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['upvote_content']"
493,"Log in, find the public profile of ""Taylor Swift"" using Facebook search, and leave the comment ""Nice photo!"" on her profile picture.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['post_comment']"
494,"Log in, go to the Friends section, and add the first five people from the Suggestions list.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['follow_entity']"
495,"Log in, go to the Videos section to see Reels, and save the first reel that will appear on the page.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['save_content']"
496,"Log in to Facebook, create a post with the text “Test Post,” then delete it immediately and confirm its removal from your timeline.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content','delete_content']"
502,"Log in and navigate to your profile’s About section to update your contact information by adding your new phone number.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['update_profile']"
503,"Log in, create a new post on your timeline, publish it, then go to the post and edit the audience from “Friends” to “Public”.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content','update_content']"
504,"Log in, locate the public profile of Taco Bell, submit a comment on their most recent post, and edit the comment you posted by adding an emoji.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.facebook.com,webbench_social_media,social_community,knowledge_community_platform,"['post_comment','update_comment']"
1037,"Create an account and Log in to your LiveJournal account and create a new public journal entry titled ""My First Entry"" that includes a paragraph describing your favorite hobby.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
1038,"Write a new journal entry titled ""Tech Trends 2024"" that incorporates an external link to a recent technology article along with your commentary.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
1039,"Create a private draft journal entry titled ""Secret Project"" and include at least two bullet points outlining your project ideas.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_draft']"
1040,"Create a new poll within a journal post asking ""What’s your favorite season?"" with the options: ""Spring,"" ""Summer,"" ""Fall,"" and ""Winter.""
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_poll']"
1041,"Log in, create a temporary journal entry titled ""Temporary Post,"" then delete this entry and confirm that it no longer appears on your journal.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content','delete_content']"
1042,"Post a comment on one of your own journal entries and subsequently delete that comment, verifying its removal from the post.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['post_comment','delete_comment']"
1043,"Login, create a friends list and add 3 individuals, then from your friends list, remove a specific friend by selecting their profile and confirming their deletion from your contact list.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['follow_entity','unfollow_entity']"
1048,"Change the privacy setting of one of your journal entries from public to friends-only and verify that the visibility update is correctly applied.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['update_content']"
1049,"Access your profile settings and update your bio with a brief description of your interests and hobbies.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['update_profile']"
1050,"Log in and create a journal entry and schedule send it for 12 hours later. Then modify a scheduled journal entry by changing its posting time to an earlier hour on the same day as originally planned.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content','update_content']"
1051,"Navigate to your notification settings and update them so that you only receive alerts for comments and private messages.
Only use http://livejournal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.livejournal.com,webbench_social_media,social_community,knowledge_community_platform,"['update_notification_settings']"
1338,"Log in to your Pinterest account, create a new board titled ""Weekend DIY Projects,"" and add a description about weekend home improvement ideas.
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content']"
1339,"Log in to your account, create a board called Healthy Recipes, and add a new pin to your ""Healthy Recipes"" board with a note.
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content']"
1340,"Log in, find a pin about mexican dish recipes, like and add a comment complementing the post. 
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['upvote_content', 'post_comment']"
1341,"Log in and create a mood board titled ""Room Makeover 2025,"" then organize it into three sections: ""Color Palette,"" ""Furniture,"" and ""Decor.""
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content']"
1342,"Log in and create a board called ""Weekly Meal Prep,"" enable collaborative features, then send copy and return the invite link
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content','generate_shareable_link']"
1343,"Log in, create a temporary board titled ""Test Board,"" add a pin to it, and then delete the board after verifying its creation.
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content','delete_content']"
1344,"Log in, create a ""healthy recipes"" board, add a pin for a healthy chicken recipe, and remove the same pin. Confirm that the pin has been removed.
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content']"
1351,"Log in, create a ""Travel Destinations 2023"" board, and update its privacy settings to make it private.
Only use http://pinterest.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.pinterest.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'update_content']"
1835,"Log in, comment ""test 1, test 2, test 3"" on a Charli D'amelio video, and delete it to ensure it is removed from the discussion thread.
Only use http://tiktok.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.tiktok.com/explore,webbench_social_media,social_community,knowledge_community_platform,"['post_comment', 'delete_comment']"
1841,"Access your profile settings and update your bio to add a link to your personal blog, ""www.testblog.com"" along with a brief introduction.
Only use http://tiktok.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.tiktok.com/explore,webbench_social_media,social_community,knowledge_community_platform,"['update_profile']"
1842,"Sign in to your account and change your privacy settings so that only “Friends Only” can comment on your posts.
Only use http://tiktok.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.tiktok.com/explore,webbench_social_media,social_community,knowledge_community_platform,"['update_profile']"
2180,"Log in, post a new text update stating ""Excited about the new API launch!"" with the hashtag ""#APILaunch"" and verify that it appears on your timeline.
Only use http://x.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://x.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
2181,"Log in and compose a post with an embedded poll asking ""Which tech innovation will dominate 2023: AI, Blockchain, or IoT?"" including options for each.
Only use http://x.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://x.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content', 'create_poll']"
2182,"Log in, write a status update highlighting customer service improvements for ""FutureTech Support"" and tag the support handle.
Only use http://x.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://x.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
2183,"Log in and schedule a text post for tomorrow promoting an upcoming webinar on ""Social Media Trends"" via the scheduling interface.
Only use http://x.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://x.com,webbench_social_media,social_community,knowledge_community_platform,"['create_content']"
2184,"Log in, open one trending topic, and bookmark the first 3 posts from the results.
Only use http://x.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://x.com,webbench_social_media,social_community,knowledge_community_platform,"['add_to_list']"
