index,task,url,source,functional_category,profile,required_actions
723,"Create a new review for ""McDonald's"" by giving it a 3-star rating along with detailed comments about the drive-thru service.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
724,"Add ""Domino's Pizza"" near zip code 10015 to your list of favorite restaurants on Grubhub.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['add_to_list']
725,"Place a new order for a pepperoni pizza from ""Domino's Pizza"" and include an instruction to add extra cheese.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
726,"Log in and save ""Panda Express"" near zip code 10004 to your list of favorite restaurants.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['add_to_list']
727,"Write a 5-star review for ""Subway"" emphasizing the freshness of its vegetables and the quality of its sandwiches.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
728,"Add a new delivery address ""123 Main Street, Chicago, IL"" to your account profile.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['update_contact_information']
729,"Place an order for a 10-piece chicken bucket with mashed potatoes from ""KFC"". Pick one side order at random, and add this to the order. 
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
730,"FInd ""Smash House Burgers Queens"" near 555 Main Street in New York, NY. Then add a Jalapeno Smash to your order.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
731,"Submit a review for ""In-N-Out Burger"" highlighting excellent customer service and overall dining experience.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
732,"Create an order for a """"Shackburger"" from ""Shake Shack"" with a note requesting extra pickles.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
733,"Create an order for a """"SmokeShack"" from ""Shake Shack"" with a note requesting no cheese.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
734,"Write a review for ""Olive Garden"" noting your enjoyment of their pasta dishes and the restaurant's ambiance.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
735,"Place an order for a ""Vegan Salad Bowl"" from a local healthy eatery near zip code 10004, including a special instruction for extra dressing.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
736,"Place a new order from ""Culver's"" for a ButterBurger accompanied by a side of waffle fries. Ensure that the delivery time is less than 50 minutes. If it is more than 50 minutes, find a different restaurant that has <50 minute wait time and recommend a similar order.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
737,"Place an order for pickup of a ""Bacon King"" at 2 separate Burger Kings in 2 separate states. Then compare the prices of the overall orders, citing if anything led to a change in price.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
738,"Write a review for ""Starbucks"" describing your experience with their breakfast menu and the quality of their beverages.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
739,"Order an iced latte from Dunkin Donuts, and add a delivery note to your pending order from ""Dunkin' Donuts"" requesting extra napkins with your coffee.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
740,"Order a lunch combo from ""Chick-fil-A"" and include a special request for a specific dipping sauce, Chick-fil-a sauce.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['checkout']
741,"Log in to your account and add ""KFC"" to your list of favorite restaurants, and then remove ""KFC"" from your list of favorite restaurants.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,"['add_to_list', 'remove_from_list']"
742,"Log in and add a review to a McDonald's near zip code 10013. Then delete the review you previously submitted for ""McDonald's,"" confirming its removal from your account.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,"['create_review', 'delete_review']"
749,"Log in to your Grubhub account, navigate to your saved addresses, and update your primary delivery address first to 555 Main Street, New York, NY to 456 Elm Street, Chicago, IL.
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.grubhub.com,webbench_food_and_dining,food_services,commerce_platform,['update_contact_information']
1442,"Log in to RestaurantGuru and submit a new review for ""Rubirosa NYC"" with a 4-star rating, including a comment praising their excellent pizza.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://restaurantguru.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
1443,"Write a detailed review for ""Mountain Cafe"" that describes its cozy ambiance and friendly service, then assign it a 3-star rating.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://restaurantguru.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
1444,"Submit a new review for ""Sunset Grill"" mentioning that recent menu updates improved the dining experience, and rate it 5 stars.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://restaurantguru.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
1445,"Log in to RestaurantGuru and write a user review for ""4 Charles Prime Rib,"" detailing its healthy menu options and rating it 4 stars.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://restaurantguru.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
1446,"Log in to RestaurantGuru, submit a review for ""Downtown Diner,"" and then delete that review—confirm that it no longer appears in your review history.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://restaurantguru.com,webbench_food_and_dining,food_services,commerce_platform,"['create_review', 'delete_review']"
2489,"Log in and Write and submit a detailed review for a local café near zip code 10013, including a star rating and specific comments on food quality and delivery experience.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.doordash.com,webbench_food_and_dining,food_services,commerce_platform,['create_review']
2490,"Create a new favorites list by saving stores with the heart button in your DoorDash account and add three frequently ordered restaurants to that list.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.doordash.com,webbench_food_and_dining,food_services,commerce_platform,"['add_to_list', 'create_list']"
2491,"Log in to your DoorDash account, add a new saved address 1 Broadway Street, NY, NY. Then navigate to your saved addresses, and remove the address from your profile.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.doordash.com,webbench_food_and_dining,food_services,commerce_platform,['update_contact_information']
2496,"Change your default delivery address in your DoorDash profile from your ""1234 Smith Ln, New York, NY 10013"" to ""65 Doe Lane, New York, NY, 10001""
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.doordash.com,webbench_food_and_dining,food_services,commerce_platform,['update_contact_information']
2497,"Update your account's notification preferences to receive SMS alerts for order status updates instead of email notifications.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.doordash.com,webbench_food_and_dining,food_services,commerce_platform,['update_notification_settings']
36,"Search for 'Bluetooth speakers', filter to only show items shipped from USA, and then find my one with 4.0+ review score and bluetooth 5.0. Add it to my cart.
Only use http://aliexpress.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,webbench_shopping,transactional_commerce,commerce_platform,['add_to_cart']
37,"Go to Coupon Center and collect 1 coupon for my account, then confirm its been added to the profile.
Only use http://aliexpress.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,webbench_shopping,transactional_commerce,commerce_platform,['apply_coupon']
38,"Redeem a coupon code that gives discounts for orders over a certain amount. Then add items to the cart until there is enough total cost to redeem the coupon, and apply it to the total cart price. Return the final price of the shopping cart.
Only use http://aliexpress.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_cart', 'apply_coupon']"
39,"Change my default shipping address to 92 2nd Ave, New York, New York
Only use http://aliexpress.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,webbench_shopping,transactional_commerce,commerce_platform,['update_contact_information']
40,"Search up a highly ranked woman's wool sweater, and message the seller asking if they do custom sizing for their sweaters.
Only use http://aliexpress.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,webbench_shopping,transactional_commerce,commerce_platform,['send_message']
123,"Create an account and create a new wishlist titled ""Summer Reads 2025"" and add three selected physical books to it.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'create_list']"
124,"Write and submit a review for the digital version of ""1984"" by George Orwell, including a star rating and a detailed comment.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,['create_review']
125,"Log in, add the physical book ""To Kill a Mockingbird"" to your wishlist, then remove it and verify its deletion.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'remove_from_list']"
126,"Add Pride and Prejudice to the wishlist, then remove it from the existing wishlist and confirm its removal.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'remove_from_list']"
133,"Log in to your account and update your shipping address to ""123 New Street, Springfield, IL"", then save the changes.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,['update_contact_information']
134,"Login and create a wishlist titled ""Holiday Gifts"" then update an existing wishlist titled ""Holiday Gifts"" by adding the book ""Educated"" by Tara Westover.
Only use http://barnesandnoble.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",http://www.barnesandnoble.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'create_list']"
149,"Log into your Best Buy account and create a new wishlist titled ""Holiday Shopping,"" then add the ""Sony 65-inch 4K Ultra HD TV"" to that wishlist.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'create_list']"
150,"Write and submit a detailed product review for the ""PS5"" including a star rating and comments on your experience.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,['create_review']
151,"On the ""Sony 75-inch 4K TV"" product page, post a new question in the Q&A section asking, ""Does this TV support VESA wall mounting?""
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,['post_question']
152,"Log into your Best Buy account, add the ""Google Nest Hub"" to your wishlist, then remove it and verify that it no longer appears in your saved items.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'remove_from_list']"
153,"Login, post a review for the ""Sony WH-1000XM4,"" and then remove your review for the ""Sony WH-1000XM4"" headphones from the product page, ensuring that the review is no longer visible.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,"['create_review', 'delete_review']"
154,"Add a promotional code to your shopping cart for a discount, then remove the code and verify that the cart total reverts to its original amount.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,"['apply_coupon', 'remove_coupon']"
160,"Log into your Best Buy account, add a ""Dell XPS 14"" laptop to your shopping cart, update the quantity to 2, and verify that the total price reflects the change.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_cart', 'update_cart']"
161,"Update your shipping settings in Best Buy by changing your primary shipping address to New York City, NY 10003. 
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,['update_contact_information']
162,"Log into your account, add an item to your cart, then switch the delivery option from standard shipping to in-store pickup and confirm that the order details update accordingly.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.bestbuy.com,webbench_shopping,transactional_commerce,commerce_platform,['update_cart']
279,"Log in, create a new ""housing offered"" listing in the San Francisco region for a one-bedroom apartment for rent at $2200/month, specifying location, move-in date, and lease terms.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
281,"Log in to Craigslist and create a ""community"" listing in Los Angeles for a found item, including the details of the item and the pick-up location.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
287,"Log in to Craigslist and create a ""service offered"" post in Dallas advertising professional home cleaning services with clearly listed pricing packages and contact details.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
288,"Log in and create a ""for sale by owner"" listing in Miami for a used cell phone along with its accessories, detailing the condition, price, and availability.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
290,"Log in to Craigslist and submit an ""event"" post advertising an upcoming local farmers market event in San Diego, adding the vendor information and an event schedule.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
291,"Advertise your upcoming book event in Atlanta by logging in to Craigslist and creating an event post; specify your event details, location, and suggested genres.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['create_content']
292,"Log in to Craigslist, search for a baby stroller in your area in the ""for sale"" section, and save it to your favorites.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['add_to_favorite']
293,"Log in to Craigslist, go to your profile, and edit your notifications settings by turning off expiring post alerts.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://newyork.craigslist.org,webbench_shopping,directory_marketplaces,commerce_platform,['update_notification_settings']
364,"Register a new user account on Dick's Sporting Goods by filling out the required personal information and confirm the registration via the on-screen confirmation message.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.dickssportinggoods.com,webbench_shopping,transactional_commerce,commerce_platform,['register_account']
365,"Log in to your new account and write a detailed product review for a pair of Under Armour training shoes, including a star rating and specific comments on performance.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.dickssportinggoods.com,webbench_shopping,transactional_commerce,commerce_platform,['create_review']
366,"Log in, create a list titled ""Weekend Adventure"" and add three items to it: a camping tent, a pair of hiking boots, and a portable camping stove.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.dickssportinggoods.com,webbench_shopping,transactional_commerce,commerce_platform,"['add_to_list', 'create_list']"
367,"Log in and submit a product review for a Cole Haan running shoe, making sure to include your shoe size, comfort rating, and comments on style.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.dickssportinggoods.com,webbench_shopping,transactional_commerce,commerce_platform,['create_review']
368,"Log in, write a detailed product review for a Wilson baseball glove including a star rating, a title, and your experience with the product, then submit the review.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.dickssportinggoods.com,webbench_shopping,transactional_commerce,commerce_platform,['create_review']
