index,task,url,source,functional_category,profile,actions
1603,"Build a playlist called ""Obsolete Playlist"" with three tracks, then delete it permanently and confirm the deletion was successful.
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'delete_list']"
1604,"Locate a podcast, subscribe to it, confirm you are subscribed to in your library, unsubscribe from it, and ensure it is removed from your ""Podcasts"" list.
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,"['subscribe', 'unsubscribe']"
1612,"Log in to your Spotify account, create a personal playlist ""Chill Vibes"" and add 5 lofi songs. Then open your personal playlist ""Chill Vibes,"" and add a 6th song ""Sundress"" by ASAP Rocky. 
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
1613,"Access your account settings and update your streaming quality by changing the audio setting to ""High.""
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,['update_user_preferences']
1614,"Create a playlist called ""Workout Beats,"" open your playlist, rename it to ""High-Intensity Workout Beats,"" and add one additional energetic track to it.
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'update_list_metadata']"
1615,"Visit your privacy settings and change your preferences so that your listening activity is hidden from friends.
Only use http://spotify.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://open.spotify.com,webbench_entertainment,media_consumption,media_library_platform,['update_privacy_settings']
1903,"Log in to Twitch and create a new channel panel titled “Schedule” by adding a text description of your streaming hours.
Only use http://twitch.tv to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.twitch.tv,webbench_entertainment,media_consumption,media_library_platform,['create_channel']
1904,"Write and post an announcement on your channel’s community board detailing the setup for an upcoming charity stream event, including the event’s date and time.
Only use http://twitch.tv to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.twitch.tv,webbench_entertainment,media_consumption,media_library_platform,['create_content']
1905,"Add a favorite channel to your list, then remove it from your favorites, verifying that it no longer appears in your list.
Only use http://twitch.tv to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.twitch.tv,webbench_entertainment,media_consumption,media_library_platform,"['add_to_list', 'remove_from_list']"
1911,"Modify your alert settings by updating the text that appears when someone donates Bits, ensuring your channel name is featured prominently in the alert.
Only use http://twitch.tv to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.twitch.tv,webbench_entertainment,media_consumption,media_library_platform,['update_alert']
1912,"Log in to Twitch and modify your channel’s alert settings to include a custom message for new follower notifications, ensuring the update is saved.
Only use http://twitch.tv to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.twitch.tv,webbench_entertainment,media_consumption,media_library_platform,['update_alert']
2295,"Create a new playlist named “Morning Motivation” and add at least three tracks from Country music among the top-10 ones.
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2296,"Repost the first track on my Library > Likes using the repost button so that it appears on your public profile feed.
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,['repost_content']
2297,"Log in, post a comment on ""Nothing on you"" track, and then delete that comment—confirm that it no longer appears in the track’s comment section.
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,['post_comment']
2298,"Log in, create a ""Morning Motivation"" playlist and add 3 songs, then remove the first track by clicking Edit button, and verify that the updated playlist reflects this removal.
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'remove_from_list']"
2304,"Create a playlist titled “Morning Motivation.” After creating the “Morning Motivation” playlist, add the song ""Gimme Shelter"" by the Rolling Stones. 
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2305,"Modify your account settings to enable notifications for new comments on your posts, and then save the changes.
Only use https://soundcloud.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://soundcloud.com,webbench_entertainment,media_consumption,media_library_platform,['update_notification_settings']
2463,"Log in to your Deezer account, create a new playlist titled ""Road Trip 2023"", and add the songs ""Life is a Highway"" and ""Route 66"" to it.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2464,"Create a new playlist called ""Chill Evening"" by selecting 5 tracks from the chill or ambient genre available on Deezer.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2465,"Generate a collaborative playlist titled ""Party Mix"" and include upbeat tracks suitable for a dance party.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2466,"Create a fresh playlist named ""Indie Discoveries"" and add at least 4 tracks by independent artists featured on the platform.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2467,"Assemble a playlist titled ""Workout Beats"" by selecting 3 high-energy tracks recommended in Deezer's fitness genre section.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2468,"Create a shared playlist entitled ""Study Sessions"", add 5 ambient tracks to it, and generate a shareable URL link.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list','generate_shareable_link']"
2469,"Develop a new playlist called ""Weekly Favorites"", add 4 chart-rated tracks, and include a text description explaining why each track represents your week.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'update_list_metadata']"
2470,"Log in to your account, create a temporary playlist titled ""Test Delete"", add three songs to it, then delete the playlist to confirm its removal.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'delete_list']"
2471,"Save a track by ""Arctic Monkeys"" to your favorites. Then remove the track by the artist ""Arctic Monkeys"", and verify that the song is no longer listed.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['add_to_list', 'remove_from_list']"
2472,"Log in, create a saved playlist titled ""gym"" and add 2 songs to it, then delete the saved playlist ""gym"" ensuring it is completely removed from your library.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'delete_list']"
2477,"Create a playlist called ""Road trip 2024"" playlist, then rename it to ""Ultimate Road Trip"" and add the track ""Born to Run"" by Bruce Springsteen.
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'update_list_metadata']"
2478,"Create a favorites track list and add ""Life is a Highway"" and ""Route 66."" Then update the list by adding ""Highway to Hell."" 
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list']"
2479,"Create a playlist titled ""Workout Beats"" with 3 songs. Then update the playlist with a description and save it. 
Only use https://www.deezer.com/us/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.deezer.com/us,webbench_entertainment,media_consumption,media_library_platform,"['create_list', 'add_to_list', 'update_list_metadata']"
2678,"Log in to your Uptodown account and submit a new review for ""VLC"" that includes a star rating and written feedback about its performance.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['create_review']"
2679,"Write and post a detailed comment under the ""Instagram"" app’s update log suggesting a feature improvement.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['post_comment']"
2680,"After registering, submit a review for ""ChatGPT"" app that includes pros and cons along with a star rating based on your testing experience.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['create_review']"
2681,"Compose a fresh feedback comment on the latest update of ""Firefox"", discussing any noticeable improvements or persisting issues.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['post_comment']"
2682,"Log in to your account, post a comment on the ""Whats APp"" app page requesting help, then delete the comment and confirm its removal from your activity log.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['post_comment', 'delete_comment']"
2683,"Access your account, leave a comment for the app ‘PUBG Mobile’, and delete it, confirming that the comment is no longer visible.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['post_comment', 'delete_comment']"
2691,"Create a ""LibreOffice"" review, then updated the review to include observations about the newest features.
Only use https://www.uptodown.com/mac to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",https://www.uptodown.com/mac,webbench_technology,software_distribution,media_library_platform,"['create_review', 'update_review']"
