ID,Starting URL,Category,Task
471,https://www.expedia.com,CREATE,"Sign in to your Expedia account and plan a trip “Ski Trip 2025” by adding a hotel reservation in Aspen and returning a recommended flight booking from NYC to Denver for the same dates.
Only use http://expedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
472,https://www.expedia.com,CREATE,"Log in to Expedia and create a new trip plan called “Beach Getaway” that includes a saved beachfront hotel booking for Cancun. 
Only use http://expedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
478,https://www.expedia.com,DELETE,"Log in to your Expedia account, create a trip titled “Travel Finds,” then remove it from your account and verify that it no longer appears in your saved lists.
Only use http://expedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
642,https://www.getyourguide.com,CREATE,"Log in to your GetYourGuide account and create a new wishlist titled ""European Adventures"", then add the ""Berlin City Bike Tour"" to that wishlist.
Only use http://getyourguide.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
648,https://www.getyourguide.com,UPDATE,"Log in and create a new wishlist titled ""Paris Getaway""; then add the ""Paris River Cruise"" tour to it and confirm that the wishlist now includes this activity.
Only use http://getyourguide.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
649,https://www.getyourguide.com,UPDATE,"While on the tours search page for Sydney, modify the date range to July 1–7 and record the updated list of available tours that appear.
Only use http://getyourguide.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2636,https://www.rome2rio.com,CREATE,"Plan a new itinerary for a trip from New York, NY to Washington, D.C. using Rome2rio’s multi-modal search, then export the itinerary details as a plain text document.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2637,https://www.rome2rio.com,CREATE,"Log in to your Rome2rio account, create and save an itinerary for a journey from Berlin, Germany to Munich, Germany that uses a combination of train and bus routes, and add the note “Vacation in Bavaria.”
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2638,https://www.rome2rio.com,CREATE,"Using Rome2rio, plan a cost-effective trip under $300 from San Francisco, CA to Las Vegas, NV, then create and save the itinerary with all travel details and estimated fares to your account.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2639,https://www.rome2rio.com,CREATE,"Create an itinerary for a trip from Los Angeles, CA to San Diego, CA that incorporates a ferry option, then export the itinerary details to a text file summarizing the travel segments and timings.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2640,https://www.rome2rio.com,CREATE,"Plan an international multi-modal journey from London, UK to Amsterdam, Netherlands that includes both flights and trains, and save the itinerary with annotated notes on travel durations.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2641,https://www.rome2rio.com,DELETE,"Access your Rome2rio account, created a saved itinerary titled “Weekend Getaway” for a trip from Los Angeles, CA to San Diego, CA, then delete it and confirm its removal.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2647,https://www.rome2rio.com,UPDATE,"Create a saved itinerary for a trip from Berlin, Germany to Prague, Czech Republic in your account, add a new stop in Vienna, Austria with updated connection times, and save the updated itinerary.
Only use https://www.rome2rio.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
