ID,Starting URL,Category,Task
1295,https://www.opentable.com,CREATE,"Log in to your account, create a reservation at PF Chang's and add a dining note ""Allergic to nuts"" to your upcoming reservation
Only use http://opentable.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1301,https://www.opentable.com,UPDATE,"Log in to your profile and modify your dietary preferences by selecting Pescatarian and Vegan.
Only use http://opentable.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1442,https://restaurantguru.com,CREATE,"Log in to RestaurantGuru and submit a new review for ""Rubirosa NYC"" with a 4-star rating, including a comment praising their excellent pizza.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1443,https://restaurantguru.com,CREATE,"Write a detailed review for ""Mountain Cafe"" that describes its cozy ambiance and friendly service, then assign it a 3-star rating.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1444,https://restaurantguru.com,CREATE,"Submit a new review for ""Sunset Grill"" mentioning that recent menu updates improved the dining experience, and rate it 5 stars.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1445,https://restaurantguru.com,CREATE,"Log in to RestaurantGuru and write a user review for ""4 Charles Prime Rib,"" detailing its healthy menu options and rating it 4 stars.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1446,https://restaurantguru.com,DELETE,"Log in to RestaurantGuru, submit a review for ""Downtown Diner,"" and then delete that review—confirm that it no longer appears in your review history.
Only use http://restaurantguru.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1452,https://resy.com,CREATE,"Create a new reservation for two at ""Blue Box Café by Daniel Boulud"" on a chosen date and time, then save the confirmation.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1455,https://resy.com,CREATE,"Book a last-minute table reservation for two at a given restaurant.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1456,https://resy.com,CREATE,"Create a reservation request for a large group of eight at a restaurant in ""NoMad Diner"", including a note requesting a private dining area.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1458,https://resy.com,CREATE,"Build a favorites list on Resy by adding the restaurants ""Sushi Lin Upper West Side,"" ""Passerine,"" and ""Hutong New York.""
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1462,https://resy.com,CREATE,"Book a new Sunday brunch reservation for two at ""The Smith - Midtown,"" including a note to request a window seat.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1463,https://resy.com,CREATE,"Set up a dining event alert on Resy by subscribing to notifications for last-minute table openings at ""Nobu"" over the upcoming weekend.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1464,https://resy.com,CREATE,"Create a personalized list titled ""Romantic Dinners"" on Resy and add the restaurants ""Le Bernardin,"" ""Jeju Noodle Bar,,"" and ""Eleven Madison Park"" to it.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1465,https://resy.com,DELETE,"Log in to your account, create a reservation at ""Tacombi - Fidi"" Then select an upcoming reservation at ""Tacombi - Fidi,"" and cancel the booking—confirm its removal from your schedule.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1466,https://resy.com,DELETE,"Login, add ""Passerine"" as favoriated in your account. then access your favorites list on Resy and remove it from the list.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1472,https://resy.com,UPDATE,"Make a reservation at ""Tacombi - Williamsburg"" for 7:00 PM on a given night. Modify your ""Tacombi - Williamsburg"" reservation by changing the dinner time from 7:00 PM to 8:00 PM.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
1476,https://resy.com,UPDATE,"Make a standard reservation for the nearest time at ""Mission Chinese Food, NYC."" Then edit your upcoming reservation at ""Mission Chinese Food, NYC"" to add a note about dietary restrictions.
Only use http://resy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2489,https://www.doordash.com,CREATE,"Log in and Write and submit a detailed review for a local café near zip code 10013, including a star rating and specific comments on food quality and delivery experience.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2490,https://www.doordash.com,CREATE,"Create a new favorites list by saving stores with the heart button in your DoorDash account and add three frequently ordered restaurants to that list.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2491,https://www.doordash.com,DELETE,"Log in to your DoorDash account, add a new saved address 1 Broadway Street, NY, NY. Then navigate to your saved addresses, and remove the address from your profile.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2496,https://www.doordash.com,UPDATE,"Change your default delivery address in your DoorDash profile from your ""1234 Smith Ln, New York, NY 10013"" to ""65 Doe Lane, New York, NY, 10001""
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
2497,https://www.doordash.com,UPDATE,"Update your account's notification preferences to receive SMS alerts for order status updates instead of email notifications.
Only use https://www.doordash.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
